0,_
1,æ,ə,ʌ
2,ɑ
3,ɔ
4,ɛ,ʊ,e
5,ɝ
6,j,i,ɪ
7,w,u
8,o
9,aʊ
10,ɔɪ
11,aɪ
12,h
13,ɹ,r
14,l
15,s,z
16,ʃ,tʃ,dʒ,ʒ,ʧ
17,ð
18,f,v
19,d,t,n,θ
20,k,g,ŋ
21,p,b,m
